name,governmentId,email,debtAmount,debtDueDate,debtId
Milena da Costa,48706592392,heitormelo@example.org,963747.98,2021-05-25,3525
Cauê da Paz,84035976148,maria-vitoria24@example.org,428286.97,1988-11-03,3418
Paulo Almeida,07486239140,yasmin21@example.net,521962.98,2013-09-28,8089
Sr. Antônio Rodrigues,30872419622,julia34@example.com,2716.03,1987-07-01,632
Ana Sophia Gomes,23750168407,renan87@example.org,965525.98,1992-03-18,4449
Sra. Giovanna Peixoto,20947853600,da-conceicaorafaela@example.net,413611.29,2015-10-25,9270
Sr. Otávio Rodrigues,36015294752,murilorocha@example.net,327174.14,2009-01-07,330
Cauê Freitas,83012675426,mouraesther@example.com,597276.95,1989-01-31,5238
Marcelo Cardoso,65817429020,dcaldeira@example.org,296135.60,1977-04-19,2536
Samuel Sales,25306491707,gbarros@example.net,550206.39,1983-10-22,5063
Dr. Davi Lucca Barros,63459871237,juanda-mata@example.net,933780.80,2006-09-16,9044
Joana Souza,28963051498,fariasdavi-lucas@example.org,325281.35,2002-12-14,9821
Rafaela Farias,83906547256,theo10@example.net,172030.95,1989-12-21,5426
João Lucas Nunes,10356849775,ferreiranicolas@example.com,856173.62,2013-09-03,5031
Srta. Ana Luiza Ribeiro,94253180698,gustavo-henrique63@example.com,645981.02,1975-09-11,3272
Isaac da Mota,63849125033,vduarte@example.com,829748.27,1971-03-28,7385
Brenda Cardoso,34681795291,barroslivia@example.net,495190.01,1978-12-27,1146
Miguel Sales,25936107434,emanuelfogaca@example.net,934948.63,1973-05-19,1565
Dr. João Aragão,12096487331,uda-mota@example.org,590334.64,2011-11-14,8029
Calebe Castro,39281674564,dbarros@example.com,347305.82,1994-07-04,5135
Emanuella Novaes,83901725423,lorena81@example.com,749876.90,2020-10-27,3805
Kamilly Campos,40139825797,santosgustavo@example.org,834644.55,2016-10-01,3832
Maria Cecília Santos,82596410389,clarice45@example.org,668778.35,1993-08-18,7376
João Gabriel Melo,93516840757,lucas-gabriel31@example.org,768919.03,1992-05-16,657
Kaique Azevedo,65402178976,diego96@example.org,794312.73,1977-07-27,3797
Maria Vitória Fogaça,03295864756,lorenzoda-paz@example.org,903447.83,1975-09-21,7705
Sr. Cauã Sales,04837625983,cardosodavi-luiz@example.com,210860.66,1984-09-01,8388
Ian da Rocha,96107245820,jsilva@example.net,583064.50,2010-04-22,7421
Natália Jesus,64751293052,leticiacunha@example.org,505177.29,1976-10-22,9721
Lívia Aragão,50236897438,yuri77@example.com,488009.46,2014-02-06,7042
Vinicius Viana,53127890460,joao-gabriel22@example.net,730963.94,1986-06-07,3163
Gustavo Henrique Nogueira,63180295759,luiz-henriquelima@example.com,192419.69,1978-09-23,3407
Raquel Silveira,72654190811,vianamirella@example.org,9425.55,1975-06-03,7331
Emilly Moraes,47631025835,biancacardoso@example.net,914895.08,1986-03-05,1760
Eduardo Martins,08319276586,esthernovaes@example.net,968142.15,2016-08-10,5077
Lavínia Silveira,82730956140,luizarezende@example.org,270089.25,1977-06-12,1808
Emanuella Martins,20457916885,isis56@example.com,617160.25,1979-10-17,6124
Sra. Beatriz Rezende,81504327608,sarah88@example.net,679104.21,1974-02-12,1540
Bruno Cunha,14625830915,diaslorenzo@example.net,349349.17,1973-12-04,5155
Luana Jesus,21054963770,gabriela95@example.com,882448.02,1979-04-01,5699
Sr. Diogo Cavalcanti,70491538260,salescaue@example.org,210478.77,1985-07-25,8478
Isabel Rodrigues,85476231080,maria-fernanda11@example.org,996375.35,1980-11-02,9532
Marina Porto,03279568447,enricopeixoto@example.com,843191.76,2013-08-18,7872
Catarina Castro,18529637003,marianajesus@example.com,359078.85,2012-03-27,177
Dr. Bryan Castro,36849512005,bda-mota@example.org,106486.80,2009-11-21,2735
João Guilherme da Cruz,73294156006,amoraes@example.com,497022.17,1994-02-16,8288
Esther Azevedo,36240175862,silvabrenda@example.net,856745.70,2013-06-22,1141
Kaique Nunes,15873604207,ana-carolina60@example.com,353590.85,2008-07-23,4075
Sra. Maitê Pereira,94713865001,catarinada-luz@example.net,471493.54,2005-02-08,8902
Nicolas da Costa,84351976039,helenafarias@example.net,323804.78,1995-10-21,2584
Bárbara Cunha,74251083997,caualima@example.com,27832.09,2020-04-15,9544
Manuela Silveira,56203718408,ada-mata@example.net,835104.40,1970-01-17,7121
Ana Júlia Moreira,56043718901,ana-sophia81@example.net,702953.50,2003-01-11,9932
Maria Vitória da Cunha,30564712817,paulo23@example.org,628582.64,2003-08-23,6965
Alícia Sales,06935287456,rochalivia@example.com,755715.81,1978-01-28,8416
Mirella Azevedo,76145820985,kcardoso@example.org,381971.69,2013-03-07,553
Vinicius Silva,89541603289,bryan70@example.com,644750.50,1995-05-22,3525
Vitor Hugo da Mata,91358427682,leticia04@example.org,374508.10,2023-02-06,7482
Alícia Lopes,15972460858,silvaheloisa@example.net,844018.42,1984-09-24,1567
Bernardo Teixeira,20596834756,henrique05@example.com,294770.60,2001-01-15,3825
Maria Julia Caldeira,02137984504,natalia44@example.com,165940.72,2022-06-14,7867
Laura Moraes,42309865729,tpinto@example.net,503114.88,2017-12-12,8175
Sr. Bruno da Mata,35948726029,lucassouza@example.com,568293.60,2008-04-25,5818
Clara da Cruz,92570861359,felipecarvalho@example.com,481734.47,1975-02-11,9595
Kaique Moreira,47019286313,maria-juliaviana@example.com,203433.02,1997-07-14,6443
Helena Farias,60475382900,nathan67@example.net,240906.19,1978-08-14,2825
João Vitor da Paz,95376281086,maria-luizacarvalho@example.net,202296.68,2003-08-14,6373
Kevin Melo,40795631243,jfogaca@example.com,769361.28,2004-05-08,5315
Igor Cardoso,96108375221,vieiramariane@example.com,829676.56,2014-09-20,1953
Dr. Ian Moura,51327964007,camilaazevedo@example.com,53618.41,1988-05-17,3162
Sr. Luiz Felipe Santos,94603725116,castroluiz-fernando@example.com,789204.41,1979-02-02,6294
Nathan Pinto,40526987111,brenoviana@example.net,481909.12,1990-06-02,4271
Pedro Lucas Almeida,60283145951,da-costacalebe@example.com,129974.27,2020-07-30,1997
Sr. Danilo Nunes,64591082776,ana-carolinada-paz@example.org,936550.31,1978-03-28,480
Sra. Ana Clara Peixoto,51780469276,da-motaagatha@example.net,824367.28,2012-08-09,196
Daniel Nascimento,97462105802,isabellycorreia@example.org,144625.22,1991-09-18,9161
Heitor Barbosa,50926817302,joao-pedro35@example.com,134003.24,2009-07-15,8370
Amanda Nogueira,92640871331,ferreiraeduarda@example.net,38232.99,1988-11-02,95
Vitor Melo,43052687107,camposluiz-miguel@example.com,943426.98,1987-12-12,566
Sr. Otávio Aragão,86974310269,wporto@example.org,938125.55,1998-05-25,6851
Isaac Sales,07645839210,laura75@example.org,420782.02,1980-07-07,2413
Kamilly Viana,04738652974,emanuelmonteiro@example.net,800810.07,2019-10-15,6730
Catarina Silveira,64178950339,pintohelena@example.org,328633.80,2007-04-06,3978
Vitor Gabriel Teixeira,34761290552,mdias@example.org,352449.16,1974-11-07,634
Emilly Alves,76418523946,luigi68@example.org,986813.01,2022-01-16,1225
Natália Martins,02941357823,rramos@example.com,648220.95,2005-09-14,1330
Luiz Felipe Fernandes,19205368415,ana41@example.com,242016.21,1980-05-03,921
Sr. Bernardo Peixoto,61572093803,felipedias@example.net,141872.83,2018-04-03,9234
Alice Martins,12635870462,fernando56@example.com,995039.26,2013-09-04,4377
Sra. Maria Fernanda Dias,64072138517,barbosaluna@example.net,293121.29,1971-03-19,8828
Nicole Mendes,24371605826,rafael66@example.net,176568.67,2001-02-02,5297
Emanuelly Jesus,61495807339,vitor-hugo67@example.com,835010.73,2002-01-23,7998
Rebeca Cunha,87049132560,emanuellada-cunha@example.com,152195.02,1970-11-14,4135
Nina Cardoso,69401725802,gabriela48@example.org,67861.60,1989-08-14,4229
Sr. Rafael Cardoso,80274561930,theooliveira@example.net,385651.24,2000-10-02,4749
Antônio das Neves,36041589233,heitorpeixoto@example.com,482507.11,1976-09-27,5192
Ana Carolina Alves,49075286392,marianemoreira@example.org,192668.30,2009-06-12,8669
Maria Clara das Neves,17298643096,ana-luiza72@example.org,56709.90,1970-12-18,7559
Igor Aragão,85297640300,odias@example.com,825954.12,2006-11-01,4964
Srta. Raquel Teixeira,39127406580,fdas-neves@example.net,736773.16,1973-11-17,947
Theo Campos,14328095633,das-neveslaura@example.org,889393.55,1978-11-12,1978
Antônio da Rocha,85472903114,esthercampos@example.net,114009.91,2002-04-18,697
João Pedro da Cruz,80564912360,ryanda-luz@example.net,723690.16,1980-08-20,1847
Larissa Souza,05429367800,pirestheo@example.com,731930.75,1984-02-24,9428
Vitor Almeida,38742905656,moreiradavi-luiz@example.com,124967.72,1974-10-04,5530
Dr. Danilo Moraes,65730142862,ucorreia@example.org,81496.74,2015-12-29,3024
Felipe Moreira,95247168011,anthony43@example.com,222993.83,2022-11-02,7107
Evelyn Araújo,53270196407,melopietra@example.org,239850.49,2013-10-27,9446
Kamilly Pereira,46935128773,ana-juliada-costa@example.org,716231.73,1999-07-26,8120
Nicole Costela,54367082180,novaesmaria-luiza@example.org,67644.21,2021-02-17,9227
Catarina Mendes,29713680413,carlos-eduardoazevedo@example.org,855401.69,1995-07-01,6975
Sr. Erick Barbosa,23150798450,ribeirothomas@example.org,781635.87,1999-04-03,6892
Juliana Silva,36597802195,luiz-otavio29@example.com,487323.54,2012-06-30,6778
Sabrina Porto,49732860103,gomesdavi-lucas@example.com,559272.30,2017-12-07,4116
Dr. Pedro Lucas Lopes,76328410913,tsilveira@example.net,495560.41,2021-07-10,9804
Danilo Pereira,13478296528,camposthiago@example.net,620760.47,2000-04-13,5403
Diego Campos,41952307643,jcostela@example.org,123395.48,1974-02-08,3552
Cauê Peixoto,35704261906,felipe78@example.org,977014.93,1979-06-30,5913
Elisa Nascimento,84569013775,icastro@example.org,375063.73,2023-02-04,1475
Sr. Thiago Costa,09134756299,carvalholucca@example.org,405504.61,2006-02-11,9343
Erick Martins,62594738182,nogueiramarcos-vinicius@example.net,906824.72,2009-02-16,7982
Isabelly Caldeira,42630897583,yalmeida@example.net,135739.57,2004-05-08,4137
Eduarda Barbosa,53802679474,maiteviana@example.com,294624.42,2001-11-08,3497
Valentina Monteiro,70358619475,bruno00@example.org,600195.88,1997-11-08,5787
Sr. Breno Cavalcanti,67013429570,caldeiradavi-luiz@example.org,606580.51,2015-04-09,7775
Daniela Silva,35149687057,gcampos@example.net,129258.04,2023-02-02,6279
Levi da Mota,80325794600,luigifernandes@example.org,450070.33,1997-06-20,7184
João Gabriel Carvalho,41963805739,marina03@example.net,920070.00,1981-07-25,2925
Lara Jesus,89302567168,rebeca66@example.net,433297.92,2006-11-11,91
Pietro Moura,79214850658,benjaminnovaes@example.org,533089.77,2014-12-30,4921
Sra. Olivia Mendes,58194072379,samuelbarros@example.com,617737.01,2007-09-07,251
Luiz Gustavo Gomes,84730219678,mariana30@example.org,889032.19,1997-09-25,1614
Joaquim Azevedo,54821796058,carvalhoaugusto@example.org,926332.30,2021-01-23,6912
Sra. Luiza Caldeira,92567108386,guilherme36@example.org,177402.00,2007-08-19,7029
Leonardo Carvalho,61325740934,marcelopeixoto@example.org,393910.21,1988-05-22,1504
Srta. Marcela Jesus,45012963725,samuelda-paz@example.net,962523.20,2008-06-21,5180
Vinicius Melo,91382507488,joao03@example.org,181406.24,2001-03-31,8257
Amanda da Luz,12367054835,luna22@example.com,577897.07,2008-06-25,5135
Sra. Gabrielly da Paz,36851094215,daniloda-paz@example.net,615701.78,2001-07-04,1081
Ana Vitória Aragão,93750162859,maria-fernandadias@example.com,780564.67,1975-02-22,2595
Dra. Maria Luiza Correia,26039418796,oliveiradaniela@example.net,814772.22,2019-03-17,6046
Henrique Costela,78136049548,vazevedo@example.org,40197.44,2008-05-03,7261
Anthony Oliveira,85670129458,andre90@example.org,381612.73,1999-12-03,1332
Vitor Hugo da Cunha,84726150901,mda-costa@example.org,713435.82,1988-09-06,2269
Ana Carolina Moura,46290537865,cda-luz@example.net,726110.42,1974-03-29,6632
João Lucas da Paz,71504836235,nicolas86@example.org,271173.93,1999-10-10,1153
Larissa Moura,87213906577,bporto@example.org,405615.66,1990-10-24,4429
Diogo Pereira,56824017949,pedro-lucas22@example.net,81678.48,1992-04-13,8303
Sr. Danilo Carvalho,54371608280,barrosjoao-gabriel@example.net,89709.44,2009-06-08,1945
Kamilly Viana,39054127643,bernardorezende@example.com,209115.53,2005-04-29,159
Dra. Milena Mendes,12390485723,lucas-gabriel46@example.org,635252.86,2000-07-11,3706
Ana Luiza da Costa,90671834584,ana-luizaviana@example.net,411420.65,1985-06-29,4299
Vitor Viana,84125063753,yoliveira@example.com,361966.44,2015-04-08,9197
Melissa Castro,23671450835,igoralves@example.org,440785.52,2014-02-11,8544
Lorenzo Porto,63148507975,da-matadavi-lucca@example.com,609242.37,1992-11-20,8586
Luiz Felipe Pinto,20964835738,cavalcantimarcela@example.net,130683.44,1974-03-21,3854
Ana Vitória Melo,86357092410,cardosomaysa@example.org,63875.44,1987-10-19,6508
Bruno Gomes,08342719669,ferreiraisaac@example.net,758513.13,1996-08-25,7796
Sr. Kaique Santos,37816209487,freitasvitor-hugo@example.com,9738.84,1997-01-12,1878
Maria Eduarda Moraes,76240938122,ffarias@example.com,743690.22,2016-01-30,5352
Marcela Rezende,96021358759,nalves@example.org,516952.28,1979-10-31,8844
Dr. Eduardo Moura,50819634298,barbara49@example.com,95711.37,1996-09-06,3497
Srta. Maria Cecília Novaes,80321765940,barbosadiogo@example.net,115194.80,1989-09-19,5691
Daniela Novaes,21834056780,tda-paz@example.org,922782.04,1987-06-07,9250
Thomas Rodrigues,03698542170,goncalvesjoao-lucas@example.net,479316.82,2005-05-13,6693
Enrico Pereira,04785621362,epires@example.net,552844.79,1982-01-03,4532
Dr. João Vitor Martins,87601342913,joao-miguel65@example.org,110995.80,2006-05-06,8990
Luiz Fernando Campos,40923756116,vieirabenicio@example.com,868763.36,1971-06-26,9507
Emanuella Jesus,15093687448,pedro24@example.org,637611.16,1979-06-04,7202
Dr. Ryan Aragão,62180437544,ucarvalho@example.com,308520.98,2018-02-12,45
Srta. Ana Júlia Jesus,49581302760,xmelo@example.org,845073.11,2020-07-20,2495
Luiz Miguel Santos,24106358905,brunonovaes@example.org,649500.87,2017-01-02,4936
Cauê da Paz,31650724934,pintohenrique@example.org,31024.35,2001-10-30,4587
Dr. Pedro Henrique Carvalho,52473986100,sofia19@example.com,214606.05,2006-03-04,5385
Breno Fernandes,42851967002,murilofarias@example.net,692450.17,2009-07-10,3704
Augusto Alves,14567289030,alicia15@example.net,911733.85,2018-04-19,2681
Dr. Rafael Gomes,12547369800,jesusrodrigo@example.net,609364.15,2016-05-08,7693
Dr. Erick Castro,94253670865,mda-rosa@example.org,245639.79,1988-11-24,5849
Milena Fernandes,72145683909,da-luzdavi-luiz@example.com,940568.76,1999-02-14,9642
Bianca Lopes,51928704611,camilada-conceicao@example.org,276307.11,1975-12-21,2164
Isabel Ferreira,06845719276,zfarias@example.com,740679.49,2006-08-23,7101
Sophie Ferreira,47615930839,gabrielaalves@example.net,465207.54,2020-06-21,7682
Luiz Fernando Cardoso,91648537219,brunada-rosa@example.org,44967.26,2001-04-05,943
Sra. Ana Araújo,85736420929,pcardoso@example.net,436639.66,1999-06-18,5995
Guilherme da Costa,42081359642,ynogueira@example.net,483596.23,1991-09-14,1826
Lucca Alves,59031867420,davinascimento@example.net,693442.92,1997-05-09,532
Luiza Duarte,79401362599,wpinto@example.com,424192.81,1994-06-03,4220
Srta. Heloísa da Costa,87502169458,nicolas79@example.com,226848.36,1974-05-28,7762
Sra. Maria Sophia Cunha,98617045230,fribeiro@example.org,679803.78,2008-03-06,2044
Gustavo Henrique Moraes,02864539756,wmartins@example.net,349358.64,1989-12-13,1182
Esther Nogueira,73451029804,ysilveira@example.com,19216.56,1986-09-10,328
Srta. Júlia Martins,95206387410,barbosalorena@example.com,922717.73,1970-05-14,132
Heitor da Luz,42059863198,maria-eduardajesus@example.net,629644.88,1975-06-06,4650
Maria Sophia Sales,68792315437,rebecacaldeira@example.net,413902.44,2003-08-28,9420
Dra. Mariane Monteiro,08356719259,beatriz10@example.com,603785.19,1992-05-04,2040
Thiago Souza,89461205333,ilima@example.org,427292.90,1972-12-19,3233
Lucca Pereira,72396845128,ceciliacastro@example.org,207817.41,2001-09-03,7689
Maria Vitória Jesus,10285694758,pnunes@example.net,764080.10,1979-05-23,5861
Carlos Eduardo Costa,38741560280,laurada-costa@example.net,530774.28,2021-03-01,3701
Dra. Daniela Ramos,79426815058,hcosta@example.com,419335.76,2008-04-29,9882
Dr. Raul da Mata,91538426773,maria-clarafarias@example.net,96282.51,2001-06-06,768
Antônio Rezende,51348097205,fernando63@example.net,225034.40,1977-02-12,1369
Benjamin Caldeira,08142756994,vicente09@example.com,601505.55,1985-02-20,8383
Sr. Davi Luiz Teixeira,74182056949,emanuel97@example.net,101747.93,1993-08-04,8497
Stephany Campos,32940857105,pcardoso@example.com,495779.96,1998-11-16,7917
Ana Carolina Cavalcanti,49126057352,costelaryan@example.org,863154.42,2015-11-25,9617
Ana Clara Carvalho,17562839077,nogueirathomas@example.net,457417.12,2010-12-28,1768
Mariane Nunes,03824916533,ecunha@example.com,958405.21,2011-06-27,8970
Manuela Carvalho,08369274196,pedro-lucasalves@example.com,77117.46,1986-03-29,6064
Srta. Juliana Campos,26109435716,luiz-otaviomoreira@example.com,411032.44,2001-07-09,7113
Julia da Conceição,26810395768,da-motalaura@example.net,81780.77,1981-01-11,7622
Emilly Lima,29705638438,fogacadiego@example.net,370828.63,2011-06-02,1610
Arthur Rocha,07312548644,saleslavinia@example.com,388601.04,2008-04-19,5615
Pedro Lucas da Costa,82934176509,nsantos@example.org,751454.14,1984-07-21,814
Sra. Joana Porto,23678594182,rda-costa@example.net,712841.19,1991-12-03,1250
Davi Lucca Fernandes,91832607496,camilafreitas@example.com,340061.92,1973-05-21,4685
Pietra Oliveira,14067395884,da-rochapietro@example.net,753370.84,1998-11-16,6720
Alana Moreira,36942810533,marcelosouza@example.org,412518.13,2020-11-07,9613
Alexandre Moura,40379862131,moraeslucas@example.net,484942.50,1978-10-06,96
Ana Laura Costa,12853709450,alicebarbosa@example.org,157493.10,2019-02-25,7782
Maria Clara da Conceição,82437695109,marcela23@example.com,986746.79,1997-07-06,5741
Sr. Luiz Otávio Moraes,16938042551,isabelteixeira@example.com,544591.22,1976-04-16,99
Calebe da Mota,32810576408,osouza@example.net,292205.65,2002-01-14,3213
Ana Vitória Cardoso,46821593051,ana-laura12@example.net,82765.08,2001-10-17,5534
Marina Viana,10246938722,omoraes@example.org,517246.15,2010-03-09,9748
